,SiteID,x,y
230,76HF 3503,-114.32729999999998,46.35680000000008
231,41O 04810,-112.59012329999996,47.715197800000055
232,41D 03800,-113.42356099999995,45.360100000000045
233,46J 07800,-110.93979999999999,46.63551000000007
234,41G 29400,-112.13009999999997,45.94682000000006
235,43A 07100,-110.55505999999997,46.17088000000007
236,43B 91620,-110.81317999999999,45.14270000000005
237,41S 11790,-109.43878999999998,47.074700000000064
238,41O 04991,-112.16485699999998,47.79498300000006
239,41A 06000,-112.71999999999997,44.77000000000004
240,41A 10180,-111.89448999999996,44.68008000000003
241,43B 01990,-110.90852399999994,45.19896200000005
242,40A 8100,-109.62789999999995,46.38500000000005
243,41K 4000,-112.5152,47.47360000000003
244,41U 04000,-112.24231999999995,47.219430000000045
245,41C 07000,-112.20502999999997,45.41098000000005
246,41J 06000,-110.90641199999999,46.79805900000008
247,41I 01600,-111.74208499999997,46.54789000000005
248,41I 3000,-111.40388799999994,46.13630800000004
249,76G 05800,-112.91907799999996,46.571563000000026
250,43B 09710,-110.58865999999995,45.54307300000005
251,43BV 04000,-109.85414199999997,46.06174200000004
252,41Q 08000,-110.89280999999994,47.60666000000003
253,76F 05000,-113.37986699999999,46.963847000000044
254,41O 04001,-112.23133399999995,47.851248000000055
255,42C 08190,-105.74818999999997,46.247280000000046
256,76HB 02800,-114.39816899999994,46.78245000000004
257,SR 007,-111.85785999999996,47.518260000000055
258,43D 01900,-109.34071199999994,45.15043700000007
259,41M 09990,-112.39469999999994,48.23515000000003
260,76HB 09600,-114.08126999999996,46.74899700000003
261,40I 10000,-108.35782199999994,48.363695000000064
262,41D 07600,-113.19967999999994,45.87887000000006
263,41G 09000,-111.65638999999999,45.750688000000025
264,76LJ 09900,-114.30755799999997,48.17399400000005
265,41A 02000,-112.55899999999997,44.64500000000004
266,42KJ 02050,-107.05428099999995,46.29056500000007
267,41D 08000,-113.06888999999995,45.85056000000003
268,41O 04972,-112.17443299999996,47.817378000000076
269,76G 24605,-112.81599999999997,46.502000000000066
270,43A 09000,-110.61511999999999,46.12215000000003
271,41C 19010,-111.96074999999996,45.003280000000075
272,43B 95700,-110.31012999999996,45.69542000000007
273,41S 3000,-109.93219999999997,46.95930000000004
274,40F 00900,-112.75240999999994,48.95518000000004
275,41A 08900,-111.78674999999998,44.592640000000074
276,41O 06900,-111.81111799999996,47.934281000000055
277,76F 37400,-112.99899999999997,46.89600000000007
278,40A 5000,-110.26649999999995,46.45250000000004
279,41C 04500,-112.09931999999998,45.289190000000076
280,43B 89480,-110.62382999999994,45.07634000000007
281,43B 09200,-110.58881199999996,45.54828700000007
282,41S 11690,-109.36166999999995,47.02195000000006
283,41J 03000,-110.90156999999999,46.77967000000007
